	empirical_pVal (A375)	empirical_pVal (A549)	empirical_pVal (BT20)	empirical_pVal (LNCAP)	empirical_pVal (MCF7)	empirical_pVal (MDAMB231)	empirical_pVal (PC3)	Ave_pVal
ZNF24	0.52822	0.04252	0.28758	0.0828	0.53524	0.5581	0.00013	0.290655714286
PIAS1	0.03845	0.68268	0.59845	0.1561	0.11744	0.22218	0.21972	0.290717142857
RUNDC3A	0.0402	0.0022	0.50389	0.48537	0.4115	0.23676	0.35515	0.290724285714
LARS	0.47638	0.0201	0.02703	0.10602	0.45907	0.08991	0.85711	0.290802857143
ATP8A1	0.04881	0.32225	0.0002	0.0092	0.14107	0.5275	0.98705	0.290868571429
WDR67	0.67662	0.20961	0.53181	1e-05	0.61416	0.00068	0.00344	0.290904285714
C22ORF31	0.15785	0.3775	0.11254	0.60288	0.16209	0.17979	0.44386	0.29093
PRB4	0.00261	0.12071	0.95877	0.31165	0.62218	0.01376	0.00783	0.291072857143
RASGRP2	0.2236	0.28889	0.6454	0.2484	0.35047	0.24368	0.03737	0.291115714286
BLVRB	0.29008	0.22344	0.02857	0.15103	0.04031	0.58402	0.72048	0.291132857143
TOR1A	0.08093	0.40964	0.00144	1e-05	0.0247	0.81824	0.70339	0.291192857143
THYN1	0.27564	0.70266	0.06837	0.07398	0.89871	0.00623	0.01386	0.29135
BMP2	0.00589	0.73368	0.11297	0.10106	0.08367	0.13472	0.86782	0.291401428571
SMPD2	0.33054	0.23138	0.01711	0.38765	0.47383	0.01957	0.58118	0.291608571429
TDRD7	0.78388	0.56804	0.09131	0.00071	0.40831	0.00583	0.18427	0.291764285714
PTH1R	0.04306	0.53636	0.50459	0.15967	0.23048	0.21047	0.35823	0.291837142857
MLST8	0.37841	0.36457	0.00011	0.48575	0.41168	0.14295	0.25954	0.291858571429
ALDH9A1	0.47225	0.14425	0.00462	0.8272	4e-05	0.00952	0.58519	0.291867142857
PRRX1	0.13928	0.02729	0.27297	0.48409	0.86368	0.20523	0.05161	0.292021428571
NES	0.00085	0.00025	0.89492	0.8674	0.00902	0.27177	6e-05	0.292038571429
FTL	0.04013	0.0013	0.00866	0.65219	0.36219	0.41155	0.56884	0.292122857143
ZDHHC24	0.88214	0.26552	0.02628	0.01425	1e-05	0.56289	0.29441	0.292214285714
MED23	0.24505	0.13503	0.43698	0.14672	0.00119	0.64113	0.43943	0.292218571429
CD70	0.00166	0.25659	0.46935	0.26871	0.90648	0.13976	0.00301	0.292222857143
CXCR1	0.35083	0.8835	0.05988	1e-05	0.18219	0.56954	0.00018	0.292304285714
EFNA3	0.58056	0.29868	0.00038	0.00129	0.00283	0.60017	0.56236	0.292324285714
MICALL2	0.38454	0.3295	0.23826	0.20624	0.0096	0.5931	0.28505	0.292327142857
EVI5	0.4014	0.48002	0.49641	0.00624	0.27087	0.25317	0.1382	0.29233
DEPDC5	0.21101	0.99795	0.02291	0.00469	0.01818	0.2244	0.56728	0.292345714286
CLEC1A	0.00874	0.5046	0.29677	0.22283	0.16558	0.57858	0.27029	0.292484285714
PPARG	1e-05	0.6488	1e-05	0.83181	0.00274	0.00392	0.56014	0.29249
NCOA3	0.23606	0.00943	0.44042	0.18394	0.19976	0.41234	0.56558	0.292504285714
MARCKS	6e-05	0.25864	0.21217	0.26684	0.45761	0.4822	0.37033	0.29255
FECH	0.24076	0.09482	0.00705	0.02556	0.39118	0.78249	0.50654	0.292628571429
SLC22A3	0.01253	0.77557	0.23598	0.13866	0.00137	0.04459	0.83975	0.292635714286
ARAP2	0.04441	0.16981	0.27692	0.48072	0.41943	0.37532	0.28214	0.292678571429
ASAP1-IT1	0.11846	0.06252	0.73537	0.02793	0.26675	0.24492	0.59295	0.2927
TEX264	0.34564	0.06068	0.27984	0.0405	0.88099	0.11992	0.32187	0.292777142857
CITED1	0.80657	2e-05	0.61027	0.00271	0.08112	0.5163	0.03265	0.292805714286
RALGAPB	0.80373	0.00656	0.80523	0.06924	0.08293	0.2243	0.05769	0.292811428571
FOXG1	0.14602	0.1785	0.03571	0.85648	0.15523	0.00029	0.67786	0.29287
ZNF215	0.89306	0.00756	3e-05	0.01172	0.25329	0.01358	0.87122	0.292922857143
COPS5	0.11514	0.61373	0.3298	0.68362	0.04389	0.2002	0.06463	0.293001428571
SERPINA10	1e-05	0.09395	0.27824	0.94088	0.06177	0.33495	0.34165	0.293064285714
C1ORF9	0.01576	0.00019	0.54673	0.25476	0.09424	0.23757	0.90233	0.293082857143
PRKAR1A	0.54159	0.31001	0.35548	0.25625	0.16557	0.40256	0.02013	0.293084285714
TRPC4AP	0.14748	0.47972	0.64372	0.10488	0.03299	0.40326	0.2397	0.293107142857
AMBRA1	0.27793	0.44014	0.64612	0.49487	0.00158	0.10434	0.08755	0.293218571429
SLC17A3	0.32954	0.37308	0.56487	0.02669	0.03122	0.43888	0.28826	0.29322
TTN	0.06117	0.32351	0.046	0.69423	0.79022	0.04331	0.0943	0.293248571429
C6ORF25	0.06621	0.25275	0.0342	0.5413	0.6468	0.47019	0.04163	0.293297142857
FAM124B	0.13219	0.65055	0.07054	0.02122	0.58384	0.4132	0.1817	0.29332
OR10C1	0.3434	0.83525	0.14675	1e-05	0.04916	0.00029	0.67855	0.293344285714
RANBP9	0.39984	0.00945	0.43196	0.24127	0.23972	0.02915	0.70224	0.293375714286
FAU	0.20228	0.14479	0.04192	0.62951	0.07903	0.73691	0.21957	0.29343
SLMO2	0.00503	0.00348	1e-05	0.24026	0.89472	0.01695	0.89359	0.293434285714
SLC6A2	0.00225	0.12482	0.96181	0.20814	0.28254	0.34011	0.13475	0.293488571429
PCBP1	0.14412	0.37199	0.55705	0.18295	0.54863	0.22826	0.0216	0.293514285714
C15ORF29	0.87798	0.07725	0.04551	0.00581	0.50993	0.24399	0.29477	0.293605714286
ZNF274	0.12301	0.30772	0.02869	0.1419	0.00029	0.73701	0.71694	0.293651428571
IVNS1ABP	0.51172	0.58014	0.67063	0.11753	2e-05	0.01511	0.1608	0.293707142857
ST8SIA1	0.46023	0.03247	0.00477	0.24946	0.3695	0.93154	0.00799	0.293708571429
KIAA1456	0.1493	0.22716	0.14403	0.13516	0.23052	0.21034	0.95992	0.293775714286
NOL3	0.37383	0.33613	0.00264	0.09608	0.49934	0.42026	0.32891	0.293884285714
SEPT6	0.00209	0.0507	0.20273	0.00567	0.58027	0.50629	0.70955	0.2939
BASP1	1e-05	0.66305	0.08025	0.02525	0.49937	0.31946	0.47076	0.294021428571
EPPK1	0.44085	0.47952	0.22833	0.00024	0.0005	0.67341	0.23616	0.294144285714
TPH1	0.10973	0.17411	0.9673	0.00581	0.07874	0.04668	0.67673	0.294157142857
KIAA0240	0.38526	0.80525	0.13677	0.06516	0.17332	0.12323	0.37143	0.294345714286
SLC9A5	0.00406	0.13658	0.5653	0.2424	0.09622	0.84275	0.17312	0.294347142857
GALNT6	0.17513	0.16201	0.25496	0.23302	0.2793	0.13735	0.81883	0.294371428571
IVL	0.00263	0.73978	0.00259	0.75808	0.5584	1e-05	5e-05	0.294505714286
NAGK	0.05381	0.94153	0.13711	9e-05	0.00022	0.62322	0.30557	0.294507142857
NR5A2	0.28252	0.71166	0.40423	0.15274	0.10359	0.17757	0.22968	0.29457
UMOD	0.03462	0.85944	0.70836	1e-05	0.45842	0.00135	6e-05	0.294608571429
PPY	0.14443	0.20834	0.59604	0.5854	0.21926	0.12946	0.17983	0.29468
SMARCC1	0.59836	0.22363	0.51338	0.10718	0.01352	0.46379	0.14318	0.29472
GLRA2	0.49676	0.10319	0.36197	0.14398	0.35917	0.10391	0.49486	0.294834285714
P4HB	0.00027	0.01797	1e-05	0.19652	1e-05	0.92812	0.92108	0.294854285714
AHSG	0.0735	0.04055	0.71693	0.20125	0.70048	0.30037	0.03103	0.294872857143
GLYAT	0.05015	0.39741	0.64006	0.4186	0.01692	0.08776	0.45423	0.295018571429
ATP12A	0.17422	0.1493	0.81514	0.64451	0.10939	0.17224	0.00068	0.295068571429
ZNF222	0.1305	0.10436	0.18158	0.03498	0.55734	0.34447	0.71312	0.295192857143
CST4	0.00151	0.44863	0.48808	0.16747	0.20859	0.18794	0.56446	0.29524
LRRC42	0.0449	0.87464	0.00844	0.11108	0.33176	0.14518	0.55083	0.295261428571
AOC4	0.15372	0.51098	0.28226	0.1206	0.06458	0.24217	0.69422	0.295504285714
HERPUD1	0.86623	0.2355	0.06709	0.02474	0.24856	0.35515	0.27134	0.295515714286
RIPK2	0.10164	0.30079	0.6005	0.34955	0.03982	0.66666	0.00966	0.295517142857
FRS2	0.24148	0.02768	0.70027	0.07128	0.32256	0.29024	0.41549	0.295571428571
POLR3E	0.04458	0.14516	0.71877	0.14948	0.01509	0.20176	0.79513	0.29571
SHC3	0.65418	0.04959	0.08176	0.39947	0.53925	0.26496	0.08078	0.295712857143
IL17A	0.39353	0.54938	0.12027	0.01704	0.36132	0.13015	0.49833	0.295717142857
RBMS2	0.00226	0.77931	0.20479	0.00337	0.25147	0.31471	0.51474	0.295807142857
AGPAT2	0.27201	0.33431	0.01139	0.40453	0.13892	0.52858	0.3811	0.295834285714
FOXK2	0.17143	0.99758	0.0078	0.26163	0.00625	0.62602	0.00026	0.295852857143
LPO	0.04389	0.35503	0.49072	0.08571	0.53631	0.00023	0.55921	0.295871428571
ETFB	0.18266	0.00631	0.69977	4e-05	0.32574	0.25257	0.6042	0.295898571429
LASP1	9e-05	0.10892	0.19557	0.49317	0.02353	0.80794	0.44209	0.295901428571
TRABD	0.19093	0.55545	0.49349	0.53885	0.01245	0.27688	0.00334	0.295912857143
SLC25A23	0.01579	0.13939	0.85699	0.18536	0.0286	0.26981	0.57648	0.29606
PIGG	0.2319	0.2284	0.4266	0.6001	0.00339	0.40595	0.17648	0.296117142857
GPR176	0.71644	0.24817	0.76148	0.0245	0.2366	0.07289	0.0131	0.296168571429
RPL23AP53	0.42053	0.01038	0.42974	0.23273	0.30637	0.08776	0.58592	0.296204285714
DKKL1	0.08582	0.43178	0.32108	0.06143	0.28046	0.3448	0.54944	0.296401428571
ZBTB33	0.47873	0.05739	0.13434	0.1197	0.32379	0.72468	0.23634	0.296424285714
EXD3	0.3795	0.62738	0.0224	0.42404	0.00022	0.2297	0.39178	0.296431428571
MICAL2	0.12485	0.24365	1e-05	0.92033	0.74544	0.01932	0.0216	0.296457142857
STC1	1e-05	0.35832	0.16884	0.84596	0.56369	0.04305	0.09566	0.296504285714
NBLA00301	0.00502	0.29117	0.33153	0.62856	0.18346	0.44451	0.19241	0.296665714286
GTF2H2B	0.01605	0.01684	0.32267	0.54485	0.31702	0.67405	0.18523	0.296672857143
MAP3K5	0.00378	0.95377	0.12959	0.01926	0.0018	0.55196	0.41696	0.296731428571
GAS6	0.54912	0.40407	0.44706	0.19926	0.14746	0.19648	0.13377	0.296745714286
RBBP9	0.03802	0.34732	0.00594	0.02133	0.83621	0.56969	0.25885	0.296765714286
ZNF638	0.53648	0.18305	0.58232	0.07821	0.22802	0.16662	0.30315	0.296835714286
NFYC	0.59066	0.01256	0.2182	0.0192	1e-05	0.36809	0.86916	0.29684
MPI	0.14384	0.96125	0.05398	0.31006	0.04745	0.55552	0.00621	0.296901428571
ARHGAP10	0.43324	0.10088	0.00017	0.74211	0.25419	0.11184	0.4365	0.29699
DRG2	0.48659	0.30167	0.0049	0.41223	0.479	0.08495	0.30974	0.297011428571
KLF12	0.45283	0.05143	0.60375	0.10302	0.13896	0.00076	0.7284	0.297021428571
KIAA0226L	0.41663	0.23738	0.03375	0.44231	0.78395	0.16562	0.00015	0.297112857143
GAL	1e-05	2e-05	0.0005	0.7608	0.88859	0.04169	0.3882	0.297115714286
PIWIL1	0.09904	0.8359	0.14247	0.17659	0.28045	0.32531	0.22034	0.297157142857
TRAFD1	0.03106	0.1005	0.34033	0.38746	0.75391	0.46631	0.00054	0.297158571429
NOSIP	0.71531	0.59767	0.4093	0.05177	0.00708	0.01466	0.2847	0.297212857143
BCAP31	0.13574	0.52681	0.10763	0.31562	0.00056	0.75203	0.24264	0.29729
CTNNB1	0.78599	0.22926	0.15924	0.13336	0.01097	0.28825	0.47402	0.297298571429
MPO	0.47025	0.06848	0.88393	0.2838	0.04432	0.0196	0.31088	0.297322857143
MPZL2	0.14819	0.78931	0.03418	0.30253	0.3304	0.05594	0.42078	0.297332857143
CD47	0.18779	0.14149	0.42601	0.20066	0.0559	0.6464	0.42446	0.29753
KRT17	0.82661	0.7264	0.00047	0.13132	4e-05	0.05087	0.34727	0.297568571429
TAP1	0.0643	0.28764	0.56788	0.00036	1e-05	0.92772	0.23516	0.297581428571
DTNA	0.56244	0.00017	0.00503	0.34426	0.84442	0.31101	0.01602	0.297621428571
TSPAN7	0.21339	0.10374	0.28802	0.50818	0.73119	0.08063	0.15862	0.297681428571
PKNOX2	0.72797	0.05131	0.25505	0.00317	0.36415	0.48262	0.20066	0.297847142857
GJB1	0.86058	0.19246	0.08783	0.39171	2e-05	0.07187	0.48048	0.29785
BBX	0.00353	0.57243	0.07386	0.84235	0.38396	0.12043	0.08927	0.297975714286
DENND1C	0.00011	0.00521	0.86657	0.33416	0.14641	0.7087	0.02519	0.29805
ATP7B	0.24513	0.28312	0.28228	0.06536	0.4137	0.01752	0.77963	0.298105714286
ZNF263	6e-05	0.16642	0.35281	0.36606	0.20267	0.27167	0.72705	0.298105714286
ATP13A2	2e-05	0.12503	0.89507	0.02825	0.00112	0.74483	0.29255	0.298124285714
IER2	0.05417	0.009	0.83043	0.13693	0.5493	0.01169	0.49541	0.298132857143
GALNT7	0.81153	0.26663	0.00497	0.0359	0.16297	0.29882	0.50612	0.298134285714
MPPE1	0.8552	0.0071	0.00909	1e-05	0.01886	0.84319	0.35436	0.298258571429
LOC220594	0.82118	0.03487	0.7171	0.02477	0.16801	0.08389	0.23812	0.298277142857
MRPS35	0.05061	0.26581	0.0502	0.32472	0.11433	0.41263	0.86982	0.298302857143
CNTNAP1	0.28454	0.32793	0.02094	0.20029	0.0144	0.86926	0.37133	0.298384285714
RARS	0.9798	0.03064	1e-05	0.37143	0.02158	0.13388	0.55163	0.298424285714
NDST1	0.03152	0.7466	0.56358	0.06749	0.00701	0.09274	0.58066	0.298514285714
STK16	0.68822	0.04822	0.10574	9e-05	0.80126	0.12696	0.31914	0.298518571429
DVL3	0.03767	0.683	0.71797	0.31032	0.00095	0.23635	0.10399	0.298607142857
TAC1	0.67007	0.04343	0.02396	0.00215	0.58749	0.18264	0.58055	0.298612857143
FZD3	0.69745	0.00175	0.32584	0.37644	0.02399	0.64667	0.01818	0.298617142857
MARCKSL1	0.03503	0.42802	0.57987	0.0432	0.07321	0.20242	0.72886	0.298658571429
GLO1	0.44058	0.05006	0.0051	0.19616	0.92239	0.09759	0.37878	0.298665714286
HEMK1	0.43978	0.44737	0.00748	0.16532	0.24387	0.36589	0.42142	0.298732857143
RPL38	0.25149	0.10823	0.01918	0.1442	0.47265	0.85569	0.24014	0.298797142857
TMEM214	0.83355	5e-05	0.03519	0.24323	1e-05	0.33268	0.64695	0.298808571429
COG4	0.12375	0.26882	0.19896	0.19006	1e-05	0.6433	0.66709	0.298855714286
RBL2	0.09048	0.17658	0.38003	0.0429	0.4762	0.8217	0.10486	0.298964285714
SUPT6H	0.66813	0.38154	0.08066	0.17442	0.25693	0.30113	0.23	0.298972857143
ITGAX	0.15268	0.23689	0.49213	0.08888	0.08058	0.72914	0.3128	0.299014285714
TRIP11	0.88263	0.81548	0.00286	5e-05	0.20562	0.01411	0.17271	0.299065714286
ADM2	0.15363	0.91914	0.0514	0.09847	0.16474	0.60371	0.1025	0.299084285714
LEF1	0.31498	0.00029	0.42026	0.72935	0.56517	0.06189	0.00174	0.299097142857
SSTR1	0.26122	0.00223	0.92046	0.05584	0.38745	0.1242	0.34245	0.299121428571
AAMP	0.28607	0.05139	0.28694	0.11317	0.09207	0.55283	0.71151	0.29914
FCGR3B	0.37919	0.04659	0.00326	0.3367	0.5516	0.17144	0.60548	0.29918
SLC11A2	0.40622	0.32441	0.01255	0.00241	0.42341	0.14243	0.78306	0.299212857143
NUDT18	0.46605	0.45741	0.01356	1e-05	0.00078	0.74222	0.4149	0.299275714286
CA8	0.28676	4e-05	0.30246	0.08766	0.40258	0.23788	0.77805	0.299347142857
CNN1	0.35161	0.56505	0.02559	0.23875	0.00455	0.36867	0.54223	0.299492857143
FGF20	0.03044	0.12632	0.66651	0.56488	0.15855	0.15742	0.39236	0.299497142857
SRPX2	0.31198	0.2952	0.00024	0.1464	0.5308	0.14029	0.67199	0.299557142857
NAA10	0.92837	0.38764	1e-05	0.34208	0.00131	0.00353	0.43451	0.299635714286
LAMC3	0.00276	0.95976	0.0741	0.3533	0.37122	0.3349	0.00162	0.299665714286
KRTAP5-8	0.2579	0.36777	0.69776	0.0034	0.09759	0.01071	0.66369	0.299831428571
SIRT1	0.60506	0.13785	0.54437	0.03807	0.14278	0.16358	0.46763	0.299905714286
SOX12	0.15446	0.37884	0.31075	0.04943	0.39264	0.717	0.09642	0.299934285714
SCAP	0.18473	0.46117	0.64545	0.03292	1e-05	0.62784	0.14783	0.299992857143
CLEC4A	0.55186	0.30982	0.1617	0.44603	0.18442	0.3755	0.07075	0.300011428571
SH3BGR	0.55199	0.00092	0.94658	0.03242	0.21474	0.28685	0.06665	0.300021428571
VWA1	0.13694	0.07045	0.35748	0.20874	0.04965	0.42905	0.8482	0.300072857143
DYRK1A	0.16106	0.01642	0.95831	0.00017	1e-05	0.08921	0.87543	0.300087142857
EPCAM	0.13904	0.42855	0.44325	0.39009	0.0775	0.141	0.48121	0.300091428571
IFNA10	0.11347	0.46207	0.07744	0.02347	0.43452	0.05866	0.93139	0.300145714286
MYH7B	0.00137	0.03562	0.23844	0.14922	0.3885	0.64942	0.63887	0.300205714286
PRDM8	0.29335	0.52267	0.02675	0.16045	0.3691	0.24861	0.48057	0.300214285714
TRAPPC2L	0.5808	0.00014	0.00082	0.20994	1e-05	0.78615	0.52366	0.300217142857
EPB41L5	0.04097	0.84848	0.05941	0.04455	0.57504	0.32349	0.21041	0.300335714286
ZFP36L1	0.17454	0.12677	0.73355	0.17373	0.42229	0.18658	0.28518	0.300377142857
TMOD2	0.01158	0.21	0.70814	5e-05	0.3263	0.61542	0.23139	0.300411428571
DHX32	0.45162	0.34932	0.0068	0.37344	0.25327	0.16684	0.50183	0.300445714286
ISYNA1	0.51906	0.34566	0.61324	0.02688	0.04676	0.14242	0.40941	0.30049
RBP1	0.00252	0.00127	0.69271	0.45651	0.67695	0.00514	0.26838	0.300497142857
SLC25A3	0.0255	0.67123	0.20946	0.04124	0.32838	0.45923	0.36846	0.3005
PTPRS	0.42135	0.26445	0.1556	0.31261	0.1071	0.06254	0.78023	0.300554285714
WWP2	0.29829	0.17077	0.69813	0.41704	3e-05	0.39832	0.12156	0.300591428571
SERPINB7	0.27703	0.82806	0.38723	0.21261	0.10666	0.11718	0.17584	0.300658571429
FAIM3	3e-05	0.44257	0.12495	0.00029	0.97754	0.39064	0.16957	0.300798571429
MTR	0.01211	0.12007	0.63057	0.0789	0.39406	0.85215	0.01828	0.300877142857
ETV6	0.16925	0.01512	0.60856	0.01341	0.72619	0.55574	0.01881	0.301011428571
DAXX	0.27052	0.24364	0.96684	0.00262	0.00129	0.61987	0.00251	0.301041428571
PRKAB1	0.26526	0.29295	0.42613	1e-05	0.00014	0.63204	0.49088	0.301058571429
RB1	0.91956	0.1618	0.73101	0.00465	0.18339	0.01824	0.08884	0.30107
MYLIP	0.01364	0.16558	0.4103	0.03978	0.45462	0.6738	0.35023	0.301135714286
STK39	0.16615	0.13915	0.92483	0.36744	0.00765	0.02348	0.47936	0.301151428571
SLC5A6	1e-05	9e-05	0.99899	0.01149	2e-05	0.31461	0.78306	0.301181428571
TAC3	0.73816	0.17326	0.56561	0.0005	0.44843	0.08529	0.09705	0.301185714286
ATP6V1C1	0.40755	0.22091	0.66402	0.18273	0.10325	0.51268	0.01732	0.301208571429
ADAM8	1e-05	0.7487	0.07287	0.72882	0.45605	0.02691	0.07544	0.301257142857
TTC13	0.70871	0.14767	0.00555	0.25226	6e-05	0.02618	0.9688	0.301318571429
EGFL7	0.20792	0.59396	0.01952	0.26851	0.08472	0.26075	0.67429	0.301381428571
POR	0.02436	0.03215	0.69738	0.23831	0.47654	0.43702	0.20432	0.30144
UPF3A	0.50326	0.03676	0.63595	0.12658	0.05826	0.74693	0.00271	0.301492857143
CDK10	0.06928	0.01143	0.76578	0.43044	0.37463	0.02276	0.43701	0.301618571429
DYRK2	0.02992	0.17667	0.00425	0.77898	0.59533	0.51949	0.00778	0.301774285714
CCDC101	0.58431	0.75858	0.00837	0.1818	0.31395	0.03045	0.23502	0.301782857143
ZNF451	0.17234	0.10586	0.74812	0.06861	0.00562	0.63122	0.38079	0.301794285714
PRR13	0.42617	0.17144	0.3812	0.00134	0.00454	0.60959	0.51888	0.30188
SULT1E1	0.83104	0.05647	0.29915	0.01487	0.00128	0.39037	0.52025	0.301918571429
PEA15	0.00609	0.04971	0.21835	0.23599	0.28992	0.66858	0.64481	0.301921428571
LOXL3	0.89773	0.79474	0.0415	0.00148	0.08081	0.09438	0.20292	0.301937142857
SNX1	0.22367	0.52235	0.39282	0.02236	0.02012	0.30217	0.63119	0.302097142857
MORF4L2	0.41606	0.00607	0.01268	0.04156	0.00014	0.65124	0.9874	0.302164285714
GMFG	0.00048	0.04274	0.56678	0.59828	0.17981	0.36168	0.36542	0.30217
AKAP3	0.16077	0.26521	0.89572	0.08725	0.6259	0.02436	0.05728	0.302355714286
SREK1	0.92306	0.33339	0.0098	0.10448	0.05421	0.2861	0.40575	0.302398571429
GPKOW	0.78554	0.56129	0.083	0.06451	0.03492	0.31651	0.27212	0.302555714286
WISP1	0.09099	0.00708	0.45313	0.43207	0.45689	0.10244	0.57533	0.302561428571
ST3GAL5	0.09968	0.00043	0.05761	0.90769	0.86039	0.17969	0.01361	0.302728571429
PEX11B	0.25394	0.09795	0.21416	0.05726	0.66711	0.23023	0.59852	0.302738571429
PMPCB	0.2171	0.34843	0.64011	0.11905	0.18426	0.25367	0.35721	0.302832857143
RSU1	0.10518	0.3879	0.13353	0.01694	0.60954	0.86666	0.00029	0.302862857143
MTX2	0.46423	0.07182	0.3495	0.24628	0.00581	0.15281	0.82977	0.302888571429
ARHGAP24	0.37159	0.93364	0.31366	0.07629	0.0725	0.03583	0.3168	0.302901428571
UBXN7	0.39518	0.36419	0.28389	0.10188	0.30703	0.44317	0.22555	0.302984285714
AMPD2	0.29725	0.28462	0.16166	0.18506	0.53727	0.59359	0.06149	0.302991428571
EIF6	0.96225	0.11353	1e-05	0.1892	0.00088	0.16853	0.68672	0.303017142857
C1S	0.16865	0.019	0.90381	0.2014	0.35968	0.40891	0.05971	0.303022857143
USP18	0.70818	0.75056	0.01851	0.00123	1e-05	0.63642	0.00679	0.3031
BSN	0.37829	0.0291	0.55174	0.33155	0.58789	0.06788	0.17553	0.30314
STAU2	0.16102	0.06242	0.36677	0.01904	0.71908	0.77519	0.01892	0.303205714286
LMAN1	0.00914	0.01048	0.86379	0.00929	0.69389	0.33137	0.20454	0.303214285714
CNTN1	0.93623	0.02673	0.25191	0.16604	0.2212	0.48744	0.03307	0.303231428571
ELL2	0.00176	0.0919	0.09066	0.21873	0.85576	0.38085	0.4835	0.303308571429
CCDC28B	0.06434	0.81599	0.00732	0.00017	7e-05	0.43556	0.79971	0.303308571429
RCAN3	0.04931	0.00055	0.56106	0.02059	0.26391	0.59511	0.63273	0.303322857143
C6ORF48	0.01012	0.22448	0.44609	0.08021	0.4913	0.12074	0.75187	0.303544285714
MCPH1	0.01721	0.1902	0.75611	0.04675	0.77699	0.01567	0.32189	0.303545714286
MMP8	0.00081	4e-05	0.32056	0.65449	0.21168	0.38823	0.55068	0.303784285714
LIME1	0.24271	0.17525	0.61477	0.54371	0.47332	0.02906	0.04794	0.303822857143
HIST1H2AG	0.58979	0.2928	0.48609	0.00062	0.3141	0.07148	0.37236	0.303891428571
MYL4	0.58266	0.16754	0.01203	0.29882	0.31029	0.46553	0.29038	0.303892857143
ANKRD28	0.19836	0.25086	0.13763	0.14254	0.72908	0.55809	0.1109	0.303922857143
DLG5	0.19872	0.1791	0.34166	0.23862	0.04437	0.24272	0.88244	0.303947142857
EIF4EBP2	0.00022	0.7821	0.68671	0.30301	0.11433	0.05361	0.18808	0.304008571429
FCGR1A	0.40633	0.8845	0.19425	0.04828	0.31309	0.24135	0.04038	0.304025714286
NDUFA1	0.13898	0.0911	0.1563	0.54532	0.01004	0.45255	0.7343	0.304084285714
POLRMT	0.01691	0.26122	0.34912	0.22711	0.70483	0.12746	0.44199	0.304091428571
PMCHL1	0.42422	0.05393	0.79325	0.26311	0.48711	0.03573	0.07137	0.304102857143
TNNI1	0.13744	0.57504	0.02624	0.44997	0.41737	0.32635	0.19682	0.304175714286
CD300C	0.73055	0.26577	0.00392	0.68246	0.15579	0.29079	8e-05	0.304194285714
NAP1L1	0.00015	0.00409	0.80362	0.13443	0.72495	0.40743	0.0552	0.304267142857
ATP5F1	0.85648	0.50752	5e-05	0.25978	0.00069	0.30505	0.20031	0.304268571429
FLJ14107	0.17296	0.12516	0.00743	0.96397	0.14858	0.24745	0.4644	0.304278571429
EIF5	0.00282	0.00097	0.48955	0.67258	0.40039	0.00039	0.56466	0.30448
ME3	0.36359	0.36465	0.14453	0.11643	0.05984	0.54068	0.54167	0.304484285714
RNF141	0.89087	0.01314	0.00608	1e-05	0.36757	0.20499	0.64884	0.3045
GNAT3	0.02059	0.90953	0.01409	0.04169	0.00577	0.32231	0.81768	0.304522857143
RBM34	0.0929	0.17719	0.94994	0.15922	0.25064	0.32662	0.1754	0.304558571429
NDUFA4	0.06015	0.76428	0.21543	0.17489	0.01516	0.79668	0.10535	0.304562857143
PRDM4	0.02839	0.6046	0.85657	0.03981	0.13507	0.01261	0.45582	0.304695714286
MDH1	0.41454	0.66371	0.32713	0.67546	0.00019	0.0521	0.00037	0.304785714286
NQO2	0.25599	0.77657	0.16126	0.00048	0.0016	0.89439	0.04347	0.304822857143
TCF15	0.01106	0.8963	0.16699	0.17138	0.37548	0.40601	0.10663	0.304835714286
ZNF551	2e-05	1e-05	0.04974	0.9714	0.60264	0.00153	0.5086	0.304848571429
C20ORF3	0.03858	0.376	0.33458	0.08636	0.07198	0.25208	0.97441	0.304855714286
MCAM	0.00016	0.77127	0.0003	0.46526	0.14107	0.29022	0.46737	0.305092857143
IBTK	0.07756	0.25045	0.00991	0.09834	0.54162	0.24027	0.91762	0.30511
SLC22A8	0.48553	0.90312	0.07522	0.00475	0.29264	0.37075	0.00485	0.305265714286
ZBTB38	0.02271	0.93925	0.02426	0.03284	0.80958	0.00755	0.30132	0.305358571429
CHST7	0.05029	0.99093	1e-05	0.33342	3e-05	0.69826	0.06474	0.305382857143
RFPL3-AS1	0.14874	0.31415	0.32721	0.02096	0.94221	0.01755	0.36695	0.305395714286
KRT24	0.30458	0.05417	0.09075	0.81895	0.34537	0.10106	0.42302	0.305414285714
ABCA12	0.12359	0.91813	0.04319	0.02352	0.09412	0.57626	0.35931	0.305445714286
F2RL1	0.01427	0.12848	0.01862	0.0022	0.83467	0.44387	0.69629	0.305485714286
OR12D2	0.34046	0.89393	0.00249	4e-05	0.00058	0.89775	0.00386	0.305587142857
HMGCR	0.15799	0.29777	0.71736	2e-05	0.63856	0.32748	4e-05	0.305602857143
FAM193A	0.17224	0.60724	0.48789	0.29975	0.05513	0.13703	0.37995	0.305604285714
ELL	0.0006	0.1659	0.59175	0.7671	0.13369	0.26535	0.21567	0.305722857143
LOC441601	0.00103	0.48293	0.62589	0.26054	0.40083	0.36423	0.00474	0.305741428571
EDA2R	0.66066	0.00435	0.32014	0.02285	0.39541	0.72941	0.00776	0.305797142857
