	#_of_exp (A375)	#_of_exp(fc<0) (A375)	Essentiality Score (ES) (A375)	empirical_pVal (A375)	#_of_exp (A549)	#_of_exp(fc<0) (A549)	Essentiality Score (ES) (A549)	empirical_pVal (A549)	#_of_exp (BT20)	#_of_exp(fc<0) (BT20)	Essentiality Score (ES) (BT20)	empirical_pVal (BT20)	#_of_exp (LNCAP)	#_of_exp(fc<0) (LNCAP)	Essentiality Score (ES) (LNCAP)	empirical_pVal (LNCAP)	#_of_exp (MCF7)	#_of_exp(fc<0) (MCF7)	Essentiality Score (ES) (MCF7)	empirical_pVal (MCF7)	#_of_exp (MDAMB231)	#_of_exp(fc<0) (MDAMB231)	Essentiality Score (ES) (MDAMB231)	empirical_pVal (MDAMB231)	#_of_exp (PC3)	#_of_exp(fc<0) (PC3)	Essentiality Score (ES) (PC3)	empirical_pVal (PC3)
SLC35A1	90	38	-1.767	0.34915	138	52	-6.784	0.04267	96	33	2.305	0.74321	101	25	-2.882	0.15378	174	64	-1.268	0.23866	96	26	6.453	0.93238	78	19	0.957	0.57369
SLC35A3	90	36	-2.825	0.27703	138	85	-3.974	0.09664	96	43	-3.138	0.15629	101	51	-4.63	0.01172	174	88	-2.519	0.05094	96	39	-0.262	0.47037	78	28	-1.114	0.3984
SLC35B1	90	58	-19.711	1e-05	138	80	-16.726	1e-05	96	60	-12.595	1e-05	101	78	-5.467	0.00036	174	97	-9.642	1e-05	96	46	-1.187	0.35214	78	35	-4.614	0.12591
SLC35F2	90	46	-17.458	4e-05	138	80	-13.831	1e-05	96	64	-4.841	0.02857	101	42	-5.196	0.0109	174	79	0.732	0.67505	96	47	-2.305	0.22889	78	23	-2.851	0.2812
SLC37A4	90	53	-18.075	2e-05	138	82	-5.903	0.02918	96	62	-8.536	0.0006	101	64	-8.197	1e-05	174	93	-7.93	1e-05	96	72	-13.519	1e-05	78	41	-21.727	1e-05
SLC5A6	90	61	-20.439	1e-05	138	97	-11.165	3e-05	96	39	10.909	0.9991	101	71	-3.837	0.01126	174	93	-6.593	1e-05	96	62	-1.321	0.31349	78	28	3.493	0.7819
SMAD3	90	51	-16.773	5e-05	138	53	-0.136	0.48749	96	57	-6.046	0.01352	101	69	2.969	0.95945	174	74	-3.503	0.02	96	44	-0.228	0.47091	78	26	-0.378	0.467
SMARCA4	90	61	-21.628	1e-05	138	67	2.173	0.73979	96	54	-4.512	0.05234	101	64	-7.795	1e-05	174	85	-7.585	1e-05	96	49	-1.567	0.30242	78	38	-5.378	0.08335
SMARCC1	90	46	1.443	0.6363	138	67	2.992	0.80959	96	49	6.43	0.98485	101	53	-3.369	0.04291	174	74	-3.642	0.01656	96	56	-2.538	0.18969	78	28	-10.422	0.01317
SMARCD2	90	37	-10.988	0.01191	138	79	-2.324	0.23174	96	40	-3.03	0.17353	101	60	-1.843	0.15613	174	89	-2.717	0.03923	96	63	-10.487	6e-05	78	32	-15.987	0.00021
SMC1A	90	58	-2.051	0.2929	138	92	-11.831	1e-05	96	53	1.05	0.64553	101	44	-1.752	0.20361	174	93	-7.741	1e-05	96	59	-2.47	0.18726	78	40	-9.708	0.00605
SMC3	90	48	-12.771	0.00126	138	97	-12.353	2e-05	96	54	0.671	0.59538	101	60	-2.597	0.07959	174	76	-2.724	0.05083	96	51	-4.644	0.06297	78	49	-14.751	3e-05
SMC4	90	70	-25.653	1e-05	138	103	-24.487	1e-05	96	73	-6.52	0.00342	101	76	-10.934	1e-05	174	110	-11.244	1e-05	96	73	-13.919	1e-05	78	42	-21.868	1e-05
SMNDC1	90	48	-26.029	1e-05	138	86	-9.484	0.00107	96	53	-2.751	0.16251	101	78	-7.009	2e-05	174	61	1.396	0.77924	96	44	-1.156	0.36051	78	42	-20.331	1e-05
SNAP25	90	66	-5.297	0.06654	138	71	0.637	0.5779	96	57	2.356	0.80976	101	36	-0.291	0.44976	174	102	-4.286	0.00168	96	59	0.395	0.55539	78	59	2.927	0.82797
SNCA	90	25	1.278	0.59019	138	37	-2.934	0.26529	96	23	6.46	0.92932	101	23	-1.994	0.24471	174	43	1.727	0.78711	96	33	-1.45	0.34614	78	17	0.99	0.56906
SNX11	90	54	-10.48	0.00408	138	79	0.323	0.53962	96	59	-10.22	0.0001	101	63	-8.24	1e-05	174	68	-3.543	0.02367	96	73	-3.934	0.05931	78	31	-13.309	0.0017
SNX13	90	36	1.69	0.64171	138	63	2.606	0.76987	96	41	1.816	0.71644	101	50	-2.382	0.1176	174	78	-0.053	0.48655	96	37	-2.364	0.25017	78	44	-2.504	0.24128
SNX6	90	29	-1.456	0.39107	138	56	0.371	0.53982	96	38	-2.375	0.23644	101	38	-1.781	0.21605	174	56	-0.692	0.35779	96	24	-1.059	0.40313	78	19	-3.256	0.27431
SNX7	90	52	-0.487	0.45014	138	54	2.346	0.73276	96	42	0.406	0.55326	101	38	-2.039	0.18432	174	81	0.282	0.56906	96	46	-0.581	0.42595	78	56	-3.298	0.14935
SOCS2	90	46	2.55	0.72888	138	77	-2.049	0.26144	96	49	-0.479	0.43472	101	46	0.549	0.60467	174	68	-0.173	0.4588	96	54	-7.707	0.00458	78	55	-5.226	0.05257
SORBS3	90	48	-1.152	0.39173	138	61	-3.154	0.18883	96	62	0.393	0.56042	101	51	-1.976	0.15966	174	93	-1.906	0.10062	96	66	-6.228	0.00924	78	34	-14.572	0.00057
SOX2	90	50	-7.866	0.02762	138	78	-4.41	0.08355	96	39	2.423	0.7715	101	32	-0.98	0.34235	174	109	-0.551	0.34248	96	46	4.09	0.90293	78	55	-1.207	0.35286
SOX4	90	43	-5.262	0.11589	138	44	-3.094	0.23118	96	38	0.972	0.61663	101	44	-3.098	0.07456	174	37	-2.396	0.15318	96	31	-1.672	0.3307	78	22	4.704	0.82266
SPAG4	90	49	-15.134	0.00012	138	69	-6.203	0.03457	96	54	-5.659	0.02128	101	61	-0.545	0.38084	174	97	-3.347	0.01157	96	52	-5.023	0.04632	78	40	-11.775	0.00124
SPAG7	90	37	4.333	0.82318	138	43	-0.482	0.45451	96	42	-6.992	0.01525	101	42	-3.185	0.07351	174	79	0.043	0.50934	96	45	-2.011	0.26212	78	42	-0.289	0.46827
SPDEF	90	44	1.089	0.60177	138	76	2.114	0.74465	96	38	1.909	0.71805	101	57	-3.39	0.03573	174	84	-3.597	0.01245	96	53	0.3	0.53912	78	40	-11.464	0.00165
SPEN	90	38	-4.621	0.15858	138	69	6.615	0.97358	96	48	-1.219	0.3389	101	51	-2.466	0.10623	174	80	-0.934	0.27902	96	53	0.559	0.574	78	32	2.06	0.68995
SPP1	90	63	-7.266	0.02277	138	75	-11.671	0.00027	96	61	2.471	0.82877	101	62	-3.292	0.03338	174	118	-3.933	0.00173	96	72	4.856	0.97265	78	50	0.662	0.57871
SPR	90	35	-0.939	0.42198	138	58	5.561	0.93383	96	27	3.931	0.84185	101	57	-3.542	0.02992	174	51	-9.127	8e-05	96	34	0.015	0.49931	78	19	-0.527	0.46374
SPRED2	90	38	-5.012	0.1393	138	66	-6.947	0.02336	96	53	-7.382	0.0051	101	38	-1.095	0.31362	174	67	0.13	0.5296	96	49	-0.282	0.46115	78	28	-0.611	0.44292
SPTAN1	90	55	-28.79	1e-05	138	81	-11.56	0.00017	96	68	-12.346	1e-05	101	65	-3.388	0.0281	174	109	-6.458	1e-05	96	59	-13.767	1e-05	78	43	-19.901	1e-05
SPTLC2	90	56	-11.747	0.0014	138	77	-10.648	0.00062	96	55	-0.125	0.47985	101	76	-7.155	1e-05	174	91	-7.959	1e-05	96	39	-9.229	0.00512	78	16	-5.081	0.19601
SQRDL	90	53	4.621	0.87897	138	65	-11.289	0.00087	96	41	-4.17	0.09852	101	56	-3.277	0.04264	174	105	-3.231	0.01162	96	62	-3.438	0.10216	78	35	1.019	0.6002
SQSTM1	90	31	2.606	0.69437	138	48	-0.411	0.46095	96	18	-3.998	0.20252	101	30	-4.186	0.05752	174	45	-0.913	0.33346	96	23	-2.09	0.31668	78	17	-3.745	0.25378
SRC	90	55	-6.888	0.03784	138	87	-11.05	0.00012	96	67	-5.002	0.02348	101	82	1.876	0.88781	174	112	-1.542	0.12835	96	59	-5.765	0.01977	78	46	-6.676	0.02931
SSBP2	90	46	-8.19	0.02769	138	82	3.833	0.89249	96	63	1.23	0.68326	101	68	-1.188	0.24229	174	106	-3.029	0.01633	96	71	-1.615	0.26574	78	54	-6.331	0.02574
ST3GAL5	90	46	-5.494	0.09724	138	89	-10.086	0.00037	96	61	-4.121	0.05772	101	71	2.22	0.90716	174	117	1.446	0.86034	96	47	-2.854	0.17999	78	51	-7.389	0.01334
ST6GALNAC2	90	59	3.339	0.81475	138	73	4.205	0.89959	96	59	-0.889	0.36926	101	78	1.586	0.8389	174	79	-1.707	0.14549	96	58	0.508	0.57388	78	43	-3.131	0.19348
ST7	90	57	-23.292	1e-05	138	69	-12.66	0.0001	96	61	-9.102	0.00032	101	51	-1.185	0.27413	174	100	-10.119	1e-05	96	56	-3.677	0.10032	78	35	-25.446	1e-05
STAMBP	90	36	-1.045	0.4143	138	76	-5.171	0.05509	96	67	-5.963	0.00941	101	67	-7.782	1e-05	174	79	-7.222	2e-05	96	32	-1.275	0.36495	78	22	-1.704	0.3665
STAP2	90	47	3.407	0.79292	138	100	3.712	0.90692	96	24	-1.323	0.37238	101	39	-3.485	0.06361	174	62	-1.715	0.17418	96	57	-2.857	0.1569	78	38	-3.671	0.1697
STAT1	90	52	-9.288	0.01052	138	55	-1.215	0.3743	96	34	-3.992	0.12777	101	65	-8.777	1e-05	174	78	-5.261	0.001	96	49	-8.044	0.00528	78	40	1.146	0.62021
STAT3	90	60	-6.827	0.03273	138	63	-9.169	0.00583	96	39	-9.364	0.00297	101	64	-8.414	1e-05	174	104	-5.771	5e-05	96	51	-4.997	0.05004	78	24	-3.415	0.24078
STAT5B	90	46	0.522	0.55066	138	75	-0.41	0.45226	96	59	2.585	0.83627	101	64	-6.383	0.00022	174	106	-4.951	0.0003	96	62	-3.085	0.12788	78	39	-4.293	0.12999
STK10	90	62	-6.716	0.0323	138	98	-5.566	0.02533	96	61	-4.147	0.05662	101	50	1.08	0.70826	174	111	0.729	0.70316	96	52	-6.107	0.02044	78	52	-2.232	0.24917
STK25	90	39	-4.581	0.15851	138	55	-1.995	0.29882	96	50	-2.56	0.18652	101	43	-1.111	0.29833	174	60	0.61	0.63133	96	25	4.149	0.83379	78	27	-0.007	0.49942
STMN1	90	60	-28.036	1e-05	138	70	-19.017	1e-05	96	58	1.775	0.74654	101	68	-11.468	1e-05	174	104	-7.772	1e-05	96	81	-11.082	1e-05	78	44	-23.99	1e-05
STUB1	90	26	-2.183	0.34961	138	36	-2.3	0.31006	96	47	2.578	0.80608	101	38	4.462	0.97112	174	52	2.752	0.91365	96	24	0.466	0.54491	78	8	5.331	0.74216
STX1A	90	43	-18.869	3e-05	138	56	-15.267	3e-05	96	42	3.594	0.87152	101	51	-2.694	0.08607	174	90	-1.895	0.10585	96	57	-10.447	0.00019	78	30	-2.337	0.29251
STX4	90	26	4.016	0.76492	138	25	5.037	0.8148	96	34	-1.333	0.3506	101	21	-1.33	0.32429	174	58	0.28	0.56012	96	41	1.276	0.64668	78	34	0.868	0.58401
STXBP1	90	45	-13.695	0.00097	138	65	-0.077	0.49018	96	54	-3.911	0.08014	101	42	-4.343	0.02574	174	80	1.0	0.73433	96	41	-4.131	0.10846	78	27	-1.061	0.40578
STXBP2	90	40	-0.253	0.47749	138	60	-0.663	0.42505	96	33	-0.522	0.43882	101	32	0.869	0.63915	174	64	-5.112	0.00374	96	18	0.984	0.58144	78	24	0.393	0.53274
SUPV3L1	90	34	1.16	0.59374	138	64	-4.273	0.11396	96	37	2.171	0.74507	101	38	-1.344	0.27557	174	83	0.05	0.51187	96	28	3.989	0.83642	78	45	1.607	0.67386
SUV39H1	90	67	-22.664	1e-05	138	111	-21.269	1e-05	96	76	-11.799	1e-05	101	79	-6.872	2e-05	174	108	-10.762	1e-05	96	72	-18.285	1e-05	78	51	-18.008	1e-05
SUZ12	90	64	-20.239	1e-05	138	80	-20.269	1e-05	96	59	-2.322	0.18996	101	66	-10.848	1e-05	174	105	-0.108	0.47089	96	68	-11.123	1e-05	78	44	-6.447	0.03681
SYK	90	45	-3.775	0.18667	138	62	-1.004	0.39033	96	38	3.765	0.87155	101	43	-1.335	0.26259	174	110	2.353	0.95475	96	33	-6.848	0.03748	78	60	0.96	0.62159
SYNE2	90	54	-8.504	0.01589	138	73	-7.298	0.01408	96	43	0.944	0.62122	101	72	-7.897	1e-05	174	83	-5.168	0.00082	96	57	-10.615	0.00015	78	48	-7.885	0.01121
SYNGR3	90	53	-9.181	0.01066	138	58	-0.953	0.39727	96	55	2.291	0.7958	101	60	-2.608	0.07896	174	87	-1.995	0.09869	96	57	-0.685	0.40453	78	37	-15.728	0.00011
SYPL1	90	59	6.712	0.96297	138	48	1.534	0.64778	96	36	3.947	0.8754	101	45	-4.978	0.01126	174	72	-3.582	0.01932	96	57	-3.759	0.0924	78	23	-5.64	0.13073
TARBP1	90	44	-9.278	0.0182	138	57	3.346	0.81666	96	46	0.668	0.58829	101	38	-5.11	0.01623	174	64	-2.588	0.0773	96	51	-6.514	0.01664	78	29	-3.367	0.22508
TATDN2	90	57	-20.398	1e-05	138	90	-19.284	1e-05	96	63	-16.072	1e-05	101	81	-6.738	1e-05	174	102	-10.755	1e-05	96	58	-12.302	1e-05	78	34	-24.629	1e-05
TBC1D9B	90	38	-2.426	0.29684	138	44	-0.888	0.41742	96	51	-3.32	0.12178	101	31	-2.736	0.14106	174	61	-2.096	0.12831	96	46	-0.129	0.48355	78	32	-4.438	0.14729
TBP	90	55	-21.819	1e-05	138	95	-21.836	1e-05	96	66	-11.199	1e-05	101	69	-7.906	1e-05	174	83	-8.74	1e-05	96	68	-11.176	1e-05	78	36	-16.166	7e-05
TBPL1	90	51	-21.97	1e-05	138	87	-16.165	1e-05	96	70	-13.799	1e-05	101	40	-2.618	0.1199	174	106	-6.627	1e-05	96	51	-8.578	0.00289	78	45	-21.698	1e-05
TBX2	90	56	-17.129	1e-05	138	97	7.125	0.99379	96	68	-0.717	0.38591	101	61	-1.209	0.25016	174	87	-1.765	0.12616	96	47	-2.576	0.20429	78	59	-7.681	0.00663
TBXA2R	90	48	0.819	0.58158	138	81	-0.648	0.41734	96	69	1.238	0.69208	101	54	-0.699	0.35361	174	113	0.038	0.50958	96	70	-0.132	0.48136	78	43	3.018	0.79576
TCEA2	90	29	-2.063	0.34778	138	30	-1.521	0.38342	96	30	-0.713	0.42237	101	31	-1.002	0.34146	174	56	0.195	0.54179	96	34	2.756	0.77179	78	32	0.086	0.50794
TCEAL4	90	37	-2.78	0.27823	138	43	-4.326	0.15741	96	37	-0.93	0.39055	101	28	-4.289	0.0603	174	54	-2.772	0.08062	96	19	1.604	0.63407	78	27	-3.834	0.1993
TCERG1	90	59	-20.54	1e-05	138	97	-23.653	1e-05	96	69	-9.447	7e-05	101	68	-6.176	0.00026	174	94	-9.027	1e-05	96	64	-1.863	0.24266	78	38	-21.756	1e-05
TCFL5	90	45	-1.303	0.37817	138	79	2.242	0.76029	96	42	-3.794	0.11504	101	41	-3.986	0.0372	174	80	-0.396	0.40144	96	63	-6.852	0.00628	78	44	-11.412	0.00103
TCTA	90	24	-1.064	0.42276	138	52	1.925	0.68814	96	34	-3.187	0.18032	101	37	-0.505	0.41202	174	79	-0.658	0.34085	96	27	1.269	0.62177	78	27	1.035	0.5907
TCTN1	90	42	-1.169	0.39518	138	61	-3.336	0.17506	96	45	-5.161	0.04666	101	48	-2.824	0.08397	174	75	-0.561	0.3669	96	38	0.396	0.54864	78	38	1.739	0.6749
TERF2IP	90	33	2.038	0.65911	138	67	-0.654	0.42792	96	37	0.452	0.55588	101	42	-2.965	0.08831	174	62	-1.442	0.21401	96	38	2.679	0.78257	78	37	2.095	0.70836
TERT	90	42	4.442	0.84341	138	81	-16.635	1e-05	96	49	-0.31	0.45758	101	50	-3.745	0.03297	174	96	0.619	0.66477	96	45	3.547	0.86527	78	48	3.824	0.86848
TES	90	30	2.583	0.69324	138	50	1.66	0.66576	96	48	0.351	0.54638	101	27	-1.464	0.28879	174	70	0.711	0.66011	96	26	0.792	0.57432	78	27	-2.795	0.26877
TESK1	90	36	8.069	0.9518	138	51	-0.983	0.40317	96	39	1.189	0.64368	101	37	-0.598	0.39658	174	78	1.659	0.8466	96	45	-1.324	0.33732	78	43	3.16	0.80651
TEX10	90	33	-10.413	0.021	138	59	-8.308	0.01287	96	70	-12.113	1e-05	101	58	-0.455	0.40307	174	94	-1.511	0.15505	96	47	-5.479	0.04158	78	49	-2.462	0.23412
TFAP2A	90	39	3.335	0.76772	138	64	3.584	0.84683	96	41	-2.36	0.22886	101	36	-1.29	0.29024	174	69	1.069	0.73146	96	38	1.286	0.64769	78	44	-0.879	0.40258
TFDP1	90	58	-29.176	1e-05	138	94	-20.961	1e-05	96	71	-12.427	1e-05	101	68	-9.926	1e-05	174	104	-12.997	1e-05	96	53	-10.117	0.00041	78	45	-28.108	1e-05
TGFB3	90	32	3.872	0.78001	138	68	2.236	0.74386	96	42	-1.404	0.32723	101	36	-0.599	0.39788	174	93	-0.398	0.39551	96	42	0.907	0.60722	78	45	-6.791	0.02864
TGFBR2	90	65	-8.915	0.0061	138	74	-1.203	0.3571	96	55	-5.071	0.03385	101	55	-1.395	0.23091	174	101	-2.169	0.06611	96	47	-0.868	0.38992	78	37	2.753	0.76285
THAP11	90	37	-0.402	0.46815	138	62	7.01	0.97378	96	47	-3.798	0.10239	101	49	-3.373	0.04957	174	86	-8.751	1e-05	96	43	-3.644	0.13309	78	39	-4.715	0.10857
TIAM1	90	53	-17.843	2e-05	138	83	-11.176	0.0002	96	51	-2.623	0.17758	101	57	1.292	0.75513	174	99	-2.914	0.02268	96	59	-11.036	8e-05	78	50	-9.355	0.00333
TICAM1	90	51	-5.584	0.0834	138	76	-0.853	0.39815	96	53	-2.705	0.16651	101	67	-6.092	0.00026	174	92	-0.84	0.28693	96	29	7.284	0.96215	78	38	-1.627	0.33393
TIMELESS	90	52	-22.463	1e-05	138	87	-20.69	1e-05	96	69	-11.356	1e-05	101	73	-11.44	1e-05	174	102	-12.317	1e-05	96	67	-12.277	1e-05	78	47	-19.988	1e-05
TIMM17B	90	41	0.123	0.50778	138	58	-0.499	0.44533	96	59	-1.449	0.29247	101	61	-0.733	0.34162	174	87	-1.383	0.18496	96	44	2.141	0.74653	78	34	4.475	0.86335
TIMM22	90	44	0.572	0.55381	138	85	-2.995	0.16226	96	56	0.473	0.56991	101	75	-4.629	0.00239	174	108	-3.29	0.00928	96	58	4.094	0.92573	78	49	-3.694	0.13927
TIMM9	90	42	-9.269	0.01999	138	71	-7.07	0.01831	96	62	-3.662	0.07716	101	34	1.198	0.69469	174	62	-0.757	0.33862	96	56	-3.346	0.12244	78	18	-2.117	0.34693
TIMP2	90	39	0.161	0.51396	138	42	2.528	0.7215	96	43	0.139	0.51887	101	28	-1.037	0.3422	174	89	0.081	0.52012	96	26	0.48	0.54471	78	35	-1.117	0.39049
TIPARP	90	30	-9.05	0.04548	138	68	-1.297	0.35175	96	32	1.223	0.63162	101	49	-5.426	0.00489	174	58	-3.924	0.02211	96	20	0.814	0.5687	78	35	-0.964	0.40457
TJP1	90	46	-5.854	0.0837	138	56	1.712	0.67782	96	42	3.474	0.86349	101	51	-4.574	0.01229	174	93	-1.62	0.1384	96	39	-2.753	0.21048	78	43	4.652	0.89818
TLE1	90	56	-7.884	0.01923	138	43	-0.781	0.42655	96	24	-3.885	0.17537	101	26	-6.972	0.01087	174	58	-2.832	0.07025	96	37	-4.147	0.12017	78	24	-3.839	0.21556
TLK2	90	29	4.658	0.81102	138	73	9.033	0.99682	96	31	-5.293	0.07667	101	39	-0.628	0.3898	174	55	-1.498	0.21677	96	54	1.683	0.71891	78	33	2.126	0.70018
TLR4	90	61	-16.008	1e-05	138	76	-1.649	0.30564	96	71	1.089	0.67567	101	51	-2.207	0.13255	174	127	-1.962	0.06201	96	55	-1.193	0.33793	78	51	-3.496	0.1468
TM9SF2	90	46	-4.719	0.13154	138	73	-7.02	0.01729	96	27	-0.874	0.41175	101	32	-5.57	0.01839	174	76	-7.191	3e-05	96	37	-5.404	0.06501	78	24	-4.659	0.17086
TM9SF3	90	36	0.587	0.55164	138	39	2.179	0.68709	96	40	5.85	0.96357	101	40	-1.412	0.25911	174	79	-0.071	0.48131	96	40	-3.157	0.17529	78	31	-3.394	0.21265
TMCO1	90	53	-13.65	0.00043	138	83	-10.563	0.00038	96	50	-0.261	0.46302	101	40	-3.092	0.08454	174	79	-6.245	8e-05	96	45	-2.966	0.17399	78	35	-0.761	0.42323
TMED10	90	33	7.302	0.92493	138	71	-5.764	0.04303	96	33	-11.489	0.00134	101	38	-8.199	0.00055	174	87	-7.632	1e-05	96	21	-2.34	0.30443	78	34	3.917	0.83158
TMEM109	90	59	-28.772	1e-05	138	79	-26.504	1e-05	96	66	-13.127	1e-05	101	74	-8.388	1e-05	174	100	-10.95	1e-05	96	73	-12.894	1e-05	78	36	-25.469	1e-05
TMEM110	90	38	-9.956	0.0182	138	96	-8.708	0.00139	96	51	-5.131	0.03718	101	48	-9.169	3e-05	174	118	-3.825	0.00208	96	34	-3.131	0.19608	78	48	-6.93	0.02267
TMEM2	90	44	-30.849	1e-05	138	54	-6.843	0.03935	96	38	-15.425	2e-05	101	53	-5.362	0.00357	174	90	0.581	0.64903	96	45	-2.701	0.19625	78	30	-3.743	0.19262
TMEM5	90	44	-9.019	0.02083	138	81	1.086	0.6333	96	70	-10.223	5e-05	101	60	-7.824	1e-05	174	94	-4.186	0.00309	96	59	-9.19	0.00053	78	41	-2.709	0.23352
TMEM50A	90	48	-15.14	0.00012	138	47	-0.317	0.46962	96	30	0.671	0.57369	101	57	-8.631	2e-05	174	76	0.224	0.55436	96	29	0.732	0.57505	78	34	-4.077	0.15803
TMEM97	90	50	-12.21	0.00154	138	91	-20.107	1e-05	96	72	-17.075	1e-05	101	75	-10.463	1e-05	174	93	-9.711	1e-05	96	58	-16.584	1e-05	78	48	-14.134	6e-05
TNFRSF21	90	35	3.469	0.76375	138	62	-9.761	0.00395	96	36	-0.859	0.39724	101	27	2.329	0.80676	174	60	-0.045	0.49025	96	27	-3.898	0.17053	78	14	17.475	0.99156
TNIP1	90	38	-2.131	0.32032	138	51	3.517	0.81583	96	47	-2.803	0.17292	101	20	-1.3	0.33156	174	60	1.434	0.78107	96	35	-1.01	0.38942	78	25	-6.021	0.10555
TOMM34	90	32	-3.665	0.23647	138	66	-15.749	1e-05	96	46	-1.322	0.32827	101	55	-4.112	0.01703	174	105	-6.444	1e-05	96	54	-8.058	0.00333	78	39	-3.879	0.15406
TOMM70A	90	45	-1.796	0.33406	138	82	-8.793	0.00265	96	54	-9.977	0.00031	101	57	-2.027	0.13693	174	85	-2.204	0.08065	96	44	-3.522	0.1384	78	33	-12.591	0.00196
TOP2A	90	68	-23.126	1e-05	138	87	-24.221	1e-05	96	46	0.298	0.53929	101	79	-7.475	1e-05	174	106	-7.848	1e-05	96	69	-13.301	2e-05	78	42	-21.704	1e-05
TOPBP1	90	44	-1.662	0.34908	138	79	-12.954	0.0001	96	63	-1.927	0.22609	101	58	-5.576	0.00165	174	114	-3.287	0.00824	96	57	-10.439	0.00019	78	66	-10.712	9e-05
TOR1A	90	37	-8.069	0.04609	138	58	-0.332	0.46286	96	35	-8.408	0.01064	101	73	-5.041	0.00112	174	58	-3.699	0.02856	96	34	1.871	0.69415	78	40	-3.977	0.14546
TP53	90	28	-4.172	0.22014	138	47	-3.398	0.20491	96	58	-9.868	0.00025	101	48	-6.793	0.00095	174	70	-0.198	0.45254	96	25	-1.388	0.37111	78	34	-4.404	0.13945
TP53BP1	90	47	-6.595	0.05922	138	54	3.463	0.81816	96	35	-5.163	0.07026	101	54	-3.082	0.05475	174	93	-3.608	0.00914	96	25	-3.166	0.22744	78	37	-1.276	0.37093
TP53BP2	90	43	-1.498	0.3658	138	58	0.346	0.53666	96	45	1.898	0.7368	101	58	-1.684	0.18191	174	71	0.293	0.56873	96	40	-2.548	0.22442	78	42	-2.086	0.28376
TPD52L2	90	53	-18.233	2e-05	138	83	-7.139	0.01033	96	46	-3.038	0.15497	101	42	-0.67	0.37794	174	91	-5.903	5e-05	96	42	1.777	0.70513	78	41	-2.208	0.27811
TPM1	90	48	-15.322	0.0001	138	57	-1.28	0.3661	96	78	-12.756	1e-05	101	48	-1.748	0.19297	174	63	-9.577	1e-05	96	32	-1.81	0.31254	78	32	-3.57	0.19832
TRAK2	90	50	-19.242	1e-05	138	61	-3.441	0.16768	96	25	-1.636	0.34184	101	58	-4.819	0.00554	174	80	-3.718	0.01177	96	54	-6.071	0.01929	78	36	-16.695	5e-05
TRAM2	90	55	-1.298	0.36354	138	66	-3.338	0.16769	96	74	-13.104	1e-05	101	66	-7.314	3e-05	174	96	-3.529	0.00882	96	47	-7.323	0.01119	78	39	-10.28	0.0039
TRAP1	90	47	-14.785	0.0004	138	79	-2.888	0.18203	96	60	-14.57	1e-05	101	58	-1.282	0.24405	174	100	-8.377	1e-05	96	67	-4.199	0.05431	78	36	-18.335	1e-05
TRAPPC3	90	42	-7.3	0.05131	138	47	-0.808	0.42166	96	43	-5.107	0.05179	101	38	-6.606	0.00376	174	55	-3.123	0.05688	96	36	-4.827	0.09093	78	21	2.813	0.70913
TRAPPC6A	90	26	-0.194	0.4884	138	33	-3.803	0.21603	96	23	0.838	0.58033	101	28	-1.634	0.26335	174	54	-0.556	0.38573	96	27	1.163	0.61176	78	27	-0.27	0.47632
TRIB1	90	51	4.838	0.88521	138	55	1.579	0.66328	96	46	1.732	0.71843	101	34	-1.342	0.28563	174	98	-0.65	0.32575	96	38	0.892	0.60417	78	38	-0.605	0.43534
TRIB3	90	44	2.216	0.69783	138	63	-5.495	0.06166	96	38	0.457	0.55503	101	48	-0.562	0.38821	174	56	-3.078	0.05793	96	30	-2.697	0.24307	78	48	-1.181	0.36503
TRIM13	90	39	-1.171	0.3986	138	57	-1.558	0.33868	96	50	0.704	0.59625	101	41	0.974	0.67373	174	88	-0.088	0.47582	96	46	0.259	0.53315	78	53	1.751	0.70337
TRIM2	90	36	2.434	0.69838	138	61	1.41	0.65134	96	28	-5.733	0.07181	101	27	1.271	0.68392	174	82	-0.117	0.4738	96	31	-1.935	0.30569	78	39	0.634	0.56923
TSC22D3	90	48	0.337	0.53519	138	65	3.168	0.81756	96	22	0.162	0.51721	101	61	-4.604	0.00637	174	44	-1.723	0.21016	96	19	-2.258	0.31914	78	27	3.36	0.76919
TSEN2	90	60	-19.444	1e-05	138	104	-17.218	1e-05	96	62	-10.402	3e-05	101	73	-6.318	8e-05	174	109	-3.041	0.01441	96	61	-8.714	0.00083	78	65	-10.389	0.00021
TSKU	90	55	-6.023	0.05972	138	46	-2.165	0.29909	96	36	-10.057	0.00266	101	73	-0.806	0.31131	174	80	-6.075	0.00021	96	49	-3.689	0.1148	78	29	-1.485	0.37013
TSPAN3	90	44	-5.398	0.10823	138	70	-4.689	0.08144	96	63	-9.246	0.00019	101	57	-9.547	1e-05	174	97	-8.705	1e-05	96	69	-4.787	0.03226	78	29	-1.121	0.40206
TSPAN4	90	39	5.422	0.88077	138	50	-0.886	0.41309	96	54	-4.669	0.04645	101	41	-0.989	0.32122	174	77	-3.306	0.02462	96	55	-5.112	0.03898	78	24	3.37	0.75838
TSPAN6	90	61	-2.231	0.2709	138	82	-4.443	0.07709	96	56	-2.478	0.18074	101	62	-4.293	0.00897	174	91	-6.541	1e-05	96	69	0.098	0.51426	78	44	2.974	0.79815
