	#_of_exp (A375)	#_of_exp(fc<0) (A375)	Essentiality Score (ES) (A375)	empirical_pVal (A375)	#_of_exp (A549)	#_of_exp(fc<0) (A549)	Essentiality Score (ES) (A549)	empirical_pVal (A549)	#_of_exp (BT20)	#_of_exp(fc<0) (BT20)	Essentiality Score (ES) (BT20)	empirical_pVal (BT20)	#_of_exp (LNCAP)	#_of_exp(fc<0) (LNCAP)	Essentiality Score (ES) (LNCAP)	empirical_pVal (LNCAP)	#_of_exp (MCF7)	#_of_exp(fc<0) (MCF7)	Essentiality Score (ES) (MCF7)	empirical_pVal (MCF7)	#_of_exp (MDAMB231)	#_of_exp(fc<0) (MDAMB231)	Essentiality Score (ES) (MDAMB231)	empirical_pVal (MDAMB231)	#_of_exp (PC3)	#_of_exp(fc<0) (PC3)	Essentiality Score (ES) (PC3)	empirical_pVal (PC3)
NF1	90	43	-1.533	0.36323	138	73	-2.912	0.18754	96	47	2.343	0.78421	101	51	0.932	0.68373	174	104	-0.1	0.47096	96	40	0.802	0.59323	78	42	-2.685	0.23122
NF2	90	57	-23.368	1e-05	138	91	-21.439	1e-05	96	80	-14.361	1e-05	101	50	-12.653	1e-05	174	108	-9.306	1e-05	96	62	-9.537	0.0003	78	45	-17.379	1e-05
NFASC	90	49	0.256	0.52794	138	66	-3.691	0.14435	96	35	2.735	0.78868	101	34	-1.073	0.32375	174	97	-0.068	0.4807	96	46	-1.204	0.35042	78	38	-3.42	0.18635
NFAT5	90	43	-6.263	0.07711	138	62	3.541	0.8379	96	42	1.901	0.72946	101	46	-1.644	0.21224	174	88	0.523	0.63522	96	45	-2.325	0.23423	78	32	-0.454	0.45638
NFATC1	90	40	9.128	0.97722	138	52	-2.429	0.26706	96	61	-0.018	0.49481	101	47	0.227	0.54537	174	114	2.29	0.9555	96	37	4.2	0.88107	78	28	0.579	0.55275
NFATC2IP	90	36	4.342	0.82137	138	73	2.677	0.79108	96	49	-2.028	0.24526	101	45	-0.544	0.39758	174	78	1.402	0.80627	96	53	-6.536	0.01483	78	52	2.894	0.80665
NFATC3	90	52	-11.506	0.00249	138	81	2.463	0.78363	96	52	-0.6	0.41434	101	66	1.52	0.80984	174	115	-1.419	0.14812	96	61	-5.784	0.01756	78	40	3.463	0.82204
NFATC4	90	43	4.059	0.82418	138	70	-0.341	0.46047	96	37	0.459	0.55429	101	39	-1.161	0.30102	174	81	0.912	0.71833	96	44	3.101	0.83176	78	49	3.3	0.833
NFE2	90	35	-3.728	0.21963	138	65	-1.158	0.37048	96	51	-5.465	0.02939	101	41	2.148	0.83583	174	100	0.174	0.55051	96	33	-0.117	0.48634	78	40	-4.798	0.10224
NFE2L1	90	40	-5.11	0.13054	138	40	-3.113	0.23951	96	25	-1.579	0.34467	101	42	-1.9	0.18926	174	63	-0.167	0.46408	96	34	-2.465	0.25295	78	28	3.692	0.79579
NFE2L2	90	51	-4.419	0.13533	138	71	4.539	0.91222	96	25	-1.082	0.39075	101	51	-3.063	0.06287	174	97	-0.073	0.4792	96	43	4.571	0.91779	78	43	0.944	0.6041
NFE2L3	90	47	-19.134	1e-05	138	74	-1.819	0.28762	96	55	2.971	0.86022	101	42	-4.623	0.02109	174	113	-1.614	0.11632	96	56	-5.952	0.0192	78	35	-0.943	0.40737
NFIB	90	54	-16.595	2e-05	138	79	3.815	0.88606	96	74	-2.103	0.18598	101	72	-4.765	0.00254	174	96	-7.929	1e-05	96	48	-7.729	0.00713	78	37	-5.114	0.0964
NFIC	90	32	1.284	0.60314	138	63	-0.352	0.46181	96	54	-2.78	0.1565	101	39	-0.789	0.36165	174	88	1.593	0.85025	96	52	-3.506	0.1195	78	50	-6.733	0.02267
NFIL3	90	56	-9.778	0.00556	138	71	-7.227	0.01607	96	41	-13.627	5e-05	101	56	-10.154	1e-05	174	86	-4.388	0.00293	96	51	-0.354	0.45387	78	41	-18.101	1e-05
NFIX	90	33	6.191	0.89108	138	55	-1.532	0.34325	96	44	5.305	0.95568	101	41	-0.076	0.48297	174	80	2.349	0.92606	96	39	1.487	0.66895	78	42	0.342	0.53485
NFKB1	90	48	7.337	0.96093	138	74	-4.85	0.0692	96	64	-9.626	0.0001	101	66	-3.897	0.01332	174	95	-2.113	0.07625	96	60	-0.982	0.36286	78	32	-4.304	0.15661
NFKB2	90	41	-8.392	0.03376	138	46	1.619	0.65177	96	55	0.188	0.528	101	37	-1.128	0.31084	174	74	-1.272	0.22372	96	54	0.999	0.6374	78	27	2.511	0.71207
NFKBIA	90	33	-4.478	0.18452	138	45	-2.67	0.25967	96	20	-4.528	0.15993	101	71	-1.588	0.17247	174	54	-3.494	0.04253	96	39	1.053	0.62258	78	13	-5.937	0.18613
NFKBIB	90	55	-18.354	1e-05	138	86	-12.067	6e-05	96	69	-7.635	0.00086	101	63	-6.931	5e-05	174	97	-9.323	1e-05	96	64	-6.368	0.00942	78	39	-15.457	0.0001
NFKBIE	90	57	-4.691	0.10923	138	57	3.274	0.81241	96	66	2.491	0.83912	101	40	0.514	0.59454	174	102	-0.799	0.28575	96	44	0.221	0.52718	78	47	4.335	0.89413
NFKBIL1	90	28	-1.436	0.39512	138	45	0.317	0.52836	96	32	-0.814	0.41004	101	35	-1.496	0.26146	174	40	-1.025	0.32092	96	26	0.309	0.52967	78	25	2.972	0.73521
NFRKB	90	51	-3.644	0.1819	138	79	-2.596	0.207	96	52	-6.992	0.00759	101	65	0.024	0.5052	174	79	1.382	0.80432	96	59	-2.352	0.19948	78	45	-7.642	0.01707
NFS1	90	43	-3.843	0.19043	138	50	-9.864	0.00782	96	34	2.049	0.72348	101	55	-3.168	0.04954	174	99	-4.609	0.0009	96	49	1.005	0.6278	78	35	-1.093	0.3927
NFU1	90	45	0.434	0.54247	138	82	-1.284	0.33775	96	66	-8.558	0.00036	101	38	-4.847	0.02097	174	86	-3.474	0.01362	96	42	-0.491	0.43821	78	42	-6.696	0.03515
NFX1	90	39	-2.356	0.30263	138	94	-1.194	0.33921	96	52	4.835	0.95464	101	61	-3.977	0.01509	174	90	-1.424	0.17335	96	54	-5.796	0.0251	78	39	-5.322	0.0822
NFYA	90	52	-20.163	1e-05	138	91	-12.697	2e-05	96	62	-11.741	1e-05	101	77	-10.724	1e-05	174	107	-5.83	2e-05	96	60	-6.326	0.01175	78	45	2.113	0.7231
NFYB	90	50	-14.997	0.00021	138	92	-9.182	0.00085	96	42	2.737	0.80923	101	66	-5.912	0.00055	174	97	0.238	0.56324	96	61	-12.931	1e-05	78	42	-14.709	8e-05
NFYC	90	30	1.187	0.59066	138	96	-6.424	0.01256	96	57	-2.082	0.2182	101	56	-3.935	0.0192	174	96	-7.802	1e-05	96	58	-0.957	0.36809	78	31	4.835	0.86916
NGB	90	40	-2.049	0.32676	138	50	0.266	0.52542	96	49	0.419	0.5609	101	29	0.438	0.57021	174	55	0.75	0.65646	96	33	-0.469	0.44876	78	48	2.899	0.80069
NGDN	90	39	-8.465	0.03487	138	65	0.433	0.55063	96	51	1.481	0.69895	101	66	-2.44	0.08152	174	87	1.959	0.8968	96	52	-2.009	0.24789	78	40	1.667	0.67236
NGF	90	48	-10.509	0.00647	138	55	0.965	0.6004	96	62	-0.212	0.46633	101	37	-2.285	0.16073	174	91	-1.357	0.18319	96	38	2.566	0.77304	78	40	2.522	0.7497
NGFR	90	40	-9.235	0.02296	138	59	4.639	0.89732	96	40	1.883	0.72497	101	31	0.724	0.61713	174	74	1.063	0.73896	96	49	0.127	0.51563	78	21	3.384	0.7436
NGFRAP1	90	42	1.967	0.67623	138	37	-6.302	0.08781	96	47	-2.329	0.21604	101	36	-3.087	0.09817	174	72	-1.262	0.22756	96	41	3.201	0.83117	78	21	-2.991	0.27926
NGLY1	90	31	-1.286	0.40124	138	73	1.705	0.69615	96	35	1.532	0.67369	101	40	-2.39	0.14223	174	95	-2.941	0.0244	96	35	2.337	0.74382	78	47	-1.368	0.3466
NGRN	90	43	-5.201	0.11773	138	100	-10.63	5e-05	96	59	-10.141	0.00015	101	68	-2.453	0.07568	174	87	-5.328	0.00052	96	47	-3.274	0.14597	78	48	-12.323	0.00023
NHEJ1	90	40	1.14	0.60208	138	45	-5.02	0.11469	96	52	-2.598	0.17867	101	51	-2.374	0.11578	174	92	1.295	0.80857	96	38	-2.976	0.19576	78	44	0.121	0.51222
NHLH1	90	48	1.802	0.67011	138	80	-1.801	0.28155	96	36	1.121	0.63406	101	66	-6.444	0.00021	174	84	-1.243	0.21421	96	44	-1.87	0.28071	78	36	2.188	0.70931
NHLH2	90	44	0.482	0.54366	138	71	0.075	0.5105	96	55	-2.284	0.20397	101	50	-0.947	0.31845	174	79	0.32	0.57781	96	42	-0.635	0.42097	78	46	3.351	0.82854
NHLRC2	90	54	-18.408	1e-05	138	90	-18.099	1e-05	96	56	2.114	0.78011	101	65	-5.231	0.00167	174	88	-8.007	1e-05	96	69	-9.046	0.00021	78	47	-9.744	0.00247
NHP2	90	38	-14.36	0.00175	138	88	-20.747	1e-05	96	67	-13.095	1e-05	101	61	-4.375	0.00883	174	70	-3.74	0.0173	96	53	-4.263	0.07413	78	34	-9.007	0.01584
NHP2L1	90	47	-7.858	0.03135	138	67	-13.04	8e-05	96	64	-11.076	1e-05	101	79	-5.931	0.00013	174	105	-8.744	1e-05	96	62	-3.587	0.09511	78	40	-6.962	0.03433
NID1	90	45	-0.761	0.43035	138	59	0.283	0.53514	96	47	1.808	0.72817	101	38	-1.184	0.29793	174	89	-0.755	0.30827	96	46	1.515	0.68572	78	45	-4.091	0.12465
NID2	90	41	3.966	0.81291	138	70	7.368	0.9853	96	60	2.379	0.81722	101	34	0.409	0.56873	174	104	0.432	0.61906	96	39	1.311	0.65029	78	33	-1.806	0.33173
NIF3L1	90	59	-17.599	1e-05	138	90	-22.46	1e-05	96	48	-10.586	0.00031	101	62	-8.652	1e-05	174	99	-11.32	1e-05	96	63	-13.037	1e-05	78	59	-15.665	1e-05
NIN	90	53	-1.831	0.32184	138	51	0.813	0.58108	96	46	2.324	0.77939	101	46	-0.847	0.33892	174	77	-0.358	0.41318	96	60	2.89	0.85149	78	29	-3.144	0.23569
NINJ1	90	42	-0.555	0.45102	138	42	1.194	0.61036	96	35	-1.585	0.31924	101	53	-5.731	0.00227	174	81	-1.632	0.15659	96	38	0.929	0.60782	78	43	-9.697	0.00461
NINJ2	90	48	-1.024	0.40146	138	74	-0.033	0.49466	96	54	-0.341	0.44896	101	23	-3.144	0.14271	174	89	-0.195	0.44919	96	45	-2.618	0.20766	78	38	-0.414	0.4558
NINL	90	40	2.595	0.71818	138	49	-5.1	0.10337	96	25	2.486	0.7307	101	34	-0.17	0.47111	174	56	-1.271	0.25168	96	27	3.622	0.81242	78	42	5.264	0.9222
NIP7	90	56	-18.928	1e-05	138	101	-17.252	1e-05	96	65	-11.973	1e-05	101	77	-6.764	1e-05	174	109	-7.379	1e-05	96	62	-16.273	1e-05	78	43	-21.323	1e-05
NIPA2	90	52	-20.318	1e-05	138	98	-21.611	1e-05	96	67	-11.543	2e-05	101	84	-8.587	1e-05	174	101	-8.865	1e-05	96	72	-12.93	2e-05	78	42	-18.921	1e-05
NIPAL2	90	32	0.064	0.50816	138	45	2.836	0.75239	96	47	2.71	0.81782	101	44	0.282	0.55457	174	79	-1.101	0.24718	96	32	-0.594	0.43809	78	37	3.226	0.79478
NIPAL3	90	28	1.527	0.6152	138	57	4.17	0.86927	96	44	-2.097	0.24845	101	42	0.59	0.61002	174	80	0.154	0.53717	96	34	4.747	0.90012	78	30	2.927	0.75135
NIPBL	90	59	-12.897	0.00028	138	78	-7.838	0.00756	96	23	2.822	0.7497	101	60	-3.053	0.04757	174	85	-1.293	0.20235	96	48	-0.24	0.47063	78	43	-1.427	0.34589
NIPSNAP1	90	25	-1.79	0.378	138	36	1.485	0.62705	96	29	-3.118	0.20558	101	44	-10.965	1e-05	174	65	-9.742	1e-05	96	24	-1.198	0.39109	78	19	-2.476	0.3221
NIPSNAP3B	90	33	3.54	0.76131	138	64	-2.658	0.22678	96	50	1.789	0.73334	101	41	2.398	0.86109	174	79	-0.903	0.28772	96	51	-5.292	0.0397	78	45	1.681	0.68212
NISCH	90	32	-4.565	0.18242	138	36	4.743	0.8438	96	34	0.774	0.5884	101	54	-2.156	0.1292	174	67	-0.542	0.37634	96	30	1.976	0.69639	78	25	-1.539	0.37106
NIT1	90	38	1.892	0.65842	138	53	3.816	0.83946	96	30	-1.476	0.34232	101	34	0.285	0.54796	174	83	0.962	0.72951	96	45	1.23	0.65124	78	47	-1.723	0.30989
NIT2	90	53	-8.567	0.01588	138	76	-4.802	0.06892	96	59	-12.724	1e-05	101	56	-5.526	0.00226	174	72	-9.982	1e-05	96	39	-7.15	0.0215	78	38	-10.011	0.0061
NKAIN1	90	46	-3.095	0.23332	138	48	-1.449	0.35951	96	35	2.696	0.78524	101	53	-1.456	0.22442	174	76	-0.885	0.29445	96	33	-1.814	0.31184	78	33	-0.151	0.48452
NKG7	90	43	3.301	0.77599	138	58	4.446	0.88472	96	56	-2.526	0.17413	101	59	-1.96	0.14477	174	77	-0.24	0.44136	96	68	-3.905	0.06643	78	36	6.604	0.94915
NKIRAS2	90	33	-3.564	0.23699	138	58	0.005	0.49928	96	51	5.826	0.97805	101	60	-2.61	0.07613	174	91	-8.625	1e-05	96	33	-0.356	0.46098	78	34	-4.971	0.11388
NKRF	90	46	-15.21	0.0003	138	63	5.54	0.94041	96	59	-4.06	0.0636	101	60	-5.376	0.002	174	92	-6.875	1e-05	96	43	1.409	0.66793	78	34	0.521	0.55065
NKTR	90	57	-9.632	0.00609	138	81	-12.355	5e-05	96	57	1.166	0.66629	101	56	-2.787	0.06948	174	98	-4.64	0.00088	96	61	-2.449	0.18463	78	34	-5.115	0.10723
NKX2-1	90	39	1.459	0.62762	138	70	0.74	0.58748	96	54	-1.904	0.24498	101	39	4.156	0.9637	174	96	-0.195	0.44703	96	41	1.752	0.70122	78	43	1.748	0.68662
NKX2-2	90	43	-2.853	0.25791	138	87	-7.887	0.0046	96	64	-5.697	0.01251	101	45	-3.614	0.04518	174	103	-1.744	0.1087	96	62	-2.647	0.16768	78	48	-10.494	0.00141
NKX2-5	90	42	-25.399	1e-05	138	88	-12.783	5e-05	96	61	-6.429	0.00706	101	31	-9.369	0.00055	174	85	-3.054	0.02801	96	46	-4.786	0.06511	78	38	-9.509	0.00818
NKX2-8	90	35	4.632	0.83125	138	59	-4.392	0.11746	96	43	-0.067	0.49123	101	58	-1.718	0.17522	174	75	-0.897	0.29304	96	61	-4.833	0.03932	78	32	2.276	0.70589
NKX3-1	90	57	-11.636	0.00125	138	48	-1.649	0.34059	96	52	-7.341	0.00534	101	67	-2.642	0.06335	174	91	-8.546	1e-05	96	59	-3.659	0.09546	78	35	-10.722	0.00554
NKX3-2	90	39	-7.213	0.06004	138	66	-10.088	0.00217	96	44	-0.464	0.44072	101	71	-0.724	0.33429	174	82	-1.664	0.14812	96	41	2.424	0.76821	78	47	-2.159	0.26701
NKX6-1	90	54	1.112	0.61121	138	59	1.543	0.66634	96	54	-4.077	0.0706	101	45	-1.829	0.18997	174	89	2.759	0.96263	96	57	-4.169	0.07112	78	42	2.509	0.75318
NLE1	90	52	-14.241	0.00034	138	84	-18.097	1e-05	96	81	-15.077	1e-05	101	65	-3.28	0.03192	174	115	-3.468	0.0054	96	74	-9.482	4e-05	78	54	-2.13	0.25268
NLGN1	90	41	-5.883	0.09506	138	58	-16.619	4e-05	96	54	1.556	0.71288	101	32	3.824	0.93511	174	83	-1.331	0.19812	96	55	-3.968	0.08588	78	55	1.331	0.66073
NLGN3	90	33	-1.027	0.41868	138	54	3.333	0.80702	96	44	-2.036	0.25518	101	34	-2.337	0.1639	174	51	-0.797	0.34501	96	41	-0.724	0.41098	78	35	1.36	0.63424
NLGN4X	90	34	2.725	0.71373	138	71	-6.282	0.03062	96	59	-2.69	0.15528	101	26	2.436	0.81407	174	99	-0.587	0.3437	96	56	-1.385	0.31264	78	36	-4.63	0.12085
NLGN4Y	90	46	-1.686	0.34653	138	58	0.155	0.51584	96	40	0.274	0.53683	101	45	-1.957	0.17417	174	87	-0.23	0.43789	96	70	-1.703	0.25117	78	35	2.006	0.6931
NLK	90	55	-11.615	0.00174	138	77	-7.909	0.00711	96	33	1.832	0.69908	101	53	-3.718	0.02888	174	97	-3.175	0.01624	96	54	-4.176	0.07792	78	45	-9.238	0.00535
NLRP1	90	41	-12.718	0.00334	138	77	-0.121	0.4848	96	61	-1.691	0.25613	101	53	-2.861	0.07038	174	99	2.754	0.97002	96	66	-1.397	0.30073	78	42	-0.153	0.48118
NLRP2	90	39	-3.155	0.24527	138	82	-9.588	0.00106	96	38	0.068	0.51032	101	39	-3.596	0.05821	174	109	-1.722	0.10723	96	41	0.11	0.51153	78	43	-1.733	0.31563
NLRP3	90	48	-10.779	0.00565	138	52	4.342	0.86745	96	44	2.374	0.77736	101	42	-1.776	0.20458	174	93	0.607	0.6575	96	49	3.933	0.89935	78	42	-7.993	0.01557
NLRX1	90	31	4.453	0.80724	138	87	0.683	0.59007	96	53	-4.582	0.05347	101	48	-2.931	0.07614	174	76	-3.078	0.0332	96	31	6.97	0.95962	78	23	0.907	0.57527
NMB	90	45	-4.906	0.12508	138	73	-9.393	0.00244	96	55	-7.661	0.0035	101	72	-0.579	0.3644	174	88	-7.765	1e-05	96	62	-1.345	0.31166	78	39	-10.581	0.00363
NMBR	90	45	4.564	0.85682	138	55	6.601	0.95699	96	44	1.495	0.6864	101	62	-0.643	0.35823	174	98	-1.134	0.21712	96	53	-5.086	0.04355	78	51	-3.878	0.12126
NMD3	90	40	-14.327	0.00126	138	85	-16.553	1e-05	96	57	-11.54	2e-05	101	70	-7.594	3e-05	174	79	-5.006	0.00137	96	47	1.812	0.72269	78	36	-4.157	0.14565
NME1	90	59	-19.989	1e-05	138	84	-15.919	1e-05	96	60	-20.125	1e-05	101	71	-7.556	1e-05	174	92	-11.988	1e-05	96	60	-12.913	1e-05	78	38	-13.386	0.00042
NME3	90	30	-2.199	0.33493	138	51	-3.123	0.21374	96	54	0.603	0.58677	101	46	-2.604	0.10604	174	60	-4.282	0.01303	96	39	1.7	0.69153	78	31	-1.56	0.35494
NME4	90	44	3.778	0.80998	138	73	-15.83	1e-05	96	60	-14.332	1e-05	101	53	-4.039	0.0203	174	74	-7.852	4e-05	96	44	-5.173	0.05621	78	27	-10.666	0.01325
NME5	90	44	-2.255	0.30166	138	72	-3.13	0.17445	96	32	0.091	0.50997	101	50	-8.55	4e-05	174	94	-0.777	0.2989	96	44	-0.349	0.4563	78	36	-3.35	0.19543
NME6	90	43	-4.359	0.15953	138	87	-6.592	0.01493	96	61	-2.168	0.20107	101	64	-2.681	0.06544	174	79	-1.501	0.17598	96	65	-8.956	0.00047	78	50	-9.351	0.00281
NME7	90	40	2.696	0.72509	138	56	-2.489	0.25364	96	60	-4.669	0.03941	101	50	-2.327	0.12326	174	82	-0.976	0.26901	96	50	-2.745	0.18354	78	34	-5.355	0.09717
NMI	90	52	-5.101	0.10063	138	78	-6.155	0.02701	96	52	-5.206	0.03364	101	44	-4.39	0.02235	174	100	-5.67	0.0001	96	58	-3.804	0.08847	78	35	-18.958	1e-05
NMNAT2	90	33	4.343	0.80789	138	60	-4.069	0.13218	96	44	-1.998	0.25918	101	31	0.254	0.54252	174	78	0.394	0.5958	96	37	1.531	0.66675	78	31	6.207	0.92287
NMT1	90	52	-17.661	1e-05	138	80	-16.273	1e-05	96	57	-3.82	0.07798	101	77	-4.578	0.00236	174	116	-6.524	1e-05	96	57	-7.797	0.00325	78	45	-11.329	0.00103
NMT2	90	54	-1.18	0.38051	138	53	-2.907	0.22499	96	56	-3.079	0.12725	101	56	-0.854	0.32312	174	90	-2.659	0.04102	96	57	-4.314	0.06479	78	32	1.939	0.6774
NMU	90	39	-3.9	0.19749	138	60	2.775	0.77761	96	47	5.83	0.97266	101	37	-3.428	0.07213	174	101	-2.996	0.01894	96	40	-6.446	0.03103	78	39	-0.818	0.41349
NMUR1	90	36	4.292	0.81884	138	57	0.492	0.55113	96	54	0.15	0.52113	101	28	0.355	0.55436	174	71	-0.633	0.35227	96	52	-7.115	0.00941	78	48	0.95	0.60937
NNAT	90	41	-4.466	0.15789	138	80	-5.203	0.05046	96	43	1.148	0.64554	101	56	-0.479	0.3983	174	73	-0.328	0.42337	96	42	1.558	0.6788	78	51	-7.207	0.01563
NNMT	90	47	-8.911	0.01776	138	50	-1.974	0.30733	96	56	-4.818	0.03918	101	58	-4.207	0.01275	174	89	-1.502	0.16211	96	36	-2.316	0.25373	78	34	-4.295	0.14817
NNT	90	42	-3.286	0.23014	138	74	-5.118	0.05922	96	45	-6.908	0.01335	101	67	-6.732	8e-05	174	87	-6.274	5e-05	96	67	2.243	0.80544	78	30	-10.967	0.00818
NOC2L	90	47	-18.325	1e-05	138	83	-13.508	1e-05	96	69	-13.98	1e-05	101	79	-0.972	0.26971	174	103	-6.578	1e-05	96	63	-4.577	0.04585	78	35	-14.378	0.00049
NOC3L	90	53	-19.222	1e-05	138	93	-23.471	1e-05	96	68	-16.077	1e-05	101	75	-7.137	2e-05	174	101	-9.425	1e-05	96	65	-12.885	1e-05	78	36	-13.756	0.00053
NOC4L	90	47	-17.752	1e-05	138	102	-17.071	1e-05	96	70	-10.838	2e-05	101	73	-6.605	6e-05	174	99	-9.702	1e-05	96	60	-13.123	1e-05	78	49	-18.091	1e-05
NOD1	90	38	-0.469	0.45813	138	65	2.334	0.74776	96	46	-0.553	0.42813	101	61	-1.969	0.13863	174	100	1.377	0.83205	96	60	-3.139	0.12958	78	41	0.061	0.50742
NOD2	90	52	-3.778	0.17288	138	77	4.972	0.93912	96	46	4.378	0.9266	101	53	-0.592	0.37914	174	109	2.024	0.92946	96	56	2.28	0.7873	78	45	-5.314	0.06664
NOL10	90	52	-15.93	4e-05	138	83	-24.479	1e-05	96	69	-6.931	0.00247	101	73	-3.945	0.00874	174	110	-2.098	0.06376	96	66	-9.925	0.00014	78	50	-11.098	0.00055
NOL11	90	64	-12.637	0.00025	138	86	-18.4	1e-05	96	53	-3.173	0.131	101	57	-0.994	0.29773	174	107	-6.138	1e-05	96	63	-7.594	0.00254	78	47	-6.462	0.03231
NOL12	90	46	-14.224	0.0006	138	94	-5.705	0.02462	96	63	-14.189	1e-05	101	75	-8.737	1e-05	174	110	-11.217	1e-05	96	64	-12.191	1e-05	78	50	-11.914	0.0003
NOL3	90	29	-1.671	0.37383	138	46	-1.761	0.33613	96	52	-8.094	0.00264	101	42	-2.858	0.09608	174	96	0.0	0.49934	96	40	-0.65	0.42026	78	39	-1.665	0.32891
NOL4	90	38	-2.642	0.28309	138	66	-3.415	0.16361	96	55	4.169	0.93589	101	46	0.867	0.66366	174	76	-2.164	0.09631	96	56	-5.595	0.02579	78	36	0.556	0.55596
NOL6	90	56	-15.23	9e-05	138	82	-21.978	1e-05	96	57	-15.448	1e-05	101	79	-3.733	0.01011	174	100	-10.854	1e-05	96	73	-13.413	1e-05	78	37	-23.202	1e-05
NOL7	90	43	-3.718	0.19864	138	86	-3.355	0.13449	96	50	-2.908	0.15731	101	52	-5.356	0.004	174	85	-5.131	0.00101	96	41	1.96	0.72277	78	48	0.492	0.55703
NOL8	90	41	-17.579	0.00014	138	88	-4.452	0.06807	96	52	-8.882	0.0011	101	41	-3.964	0.03911	174	79	-1.863	0.1248	96	52	-10.459	0.00031	78	42	-7.481	0.02158
NOL9	90	57	-21.069	1e-05	138	108	-20.434	1e-05	96	60	-9.115	0.0003	101	75	-5.791	0.00015	174	129	-7.672	1e-05	96	57	-9.308	0.00066	78	40	-14.272	0.00013
NOLC1	90	55	-23.781	1e-05	138	98	-21.386	1e-05	96	76	-17.037	1e-05	101	77	-7.794	1e-05	174	92	-13.692	1e-05	96	58	-5.692	0.02207	78	39	-27.468	1e-05
NONO	90	44	1.836	0.66568	138	54	4.713	0.88965	96	54	-2.598	0.17248	101	49	-5.237	0.00595	174	61	1.17	0.73931	96	53	-0.671	0.41127	78	38	-6.148	0.05685
NOP10	90	39	-15.094	0.00101	138	75	-7.458	0.01115	96	53	-1.093	0.34758	101	55	-4.478	0.01091	174	62	-3.167	0.04433	96	43	3.536	0.85907	78	36	-2.169	0.28936
NOP14	90	41	-20.055	3e-05	138	82	-12.859	3e-05	96	76	-10.945	1e-05	101	54	-4.019	0.01989	174	94	-1.497	0.1556	96	64	-6.439	0.00883	78	47	-9.922	0.00211
NOP16	90	51	-21.976	1e-05	138	92	-22.369	1e-05	96	80	-14.669	1e-05	101	61	-7.035	0.0001	174	101	-3.815	0.00456	96	47	-14.136	2e-05	78	54	-11.238	0.00026
NOP2	90	51	-10.076	0.00722	138	80	-18.971	1e-05	96	58	-1.703	0.26184	101	57	-2.086	0.13237	174	104	-3.5	0.00762	96	59	-8.116	0.00209	78	44	-7.45	0.02008
NOP56	90	60	-21.968	1e-05	138	91	-14.546	1e-05	96	71	-13.938	1e-05	101	70	-3.818	0.01273	174	108	-11.723	1e-05	96	64	-12.44	1e-05	78	40	-24.792	1e-05
NOS1	90	34	2.262	0.67993	138	78	-3.882	0.11206	96	44	-5.838	0.03161	101	66	-3.874	0.01372	174	101	-3.191	0.01378	96	29	-0.423	0.45547	78	43	1.358	0.64706
NOS1AP	90	48	-5.351	0.09796	138	73	-2.792	0.19796	96	49	-2.59	0.188	101	42	3.089	0.92162	174	93	-0.303	0.41961	96	52	-1.057	0.35925	78	44	0.417	0.54414
NOS2	90	43	-9.148	0.01958	138	70	3.385	0.84332	96	45	-7.149	0.01114	101	49	-0.765	0.35037	174	104	-1.314	0.17385	96	61	-2.152	0.21427	78	34	1.433	0.63789
NOS3	90	46	-0.455	0.458	138	52	-2.757	0.24017	96	55	1.429	0.70036	101	29	2.31	0.81316	174	80	0.389	0.59491	96	45	-4.338	0.08888	78	32	2.877	0.75299
NOSIP	90	39	2.553	0.71531	138	73	0.843	0.59767	96	53	-0.639	0.4093	101	53	-3.173	0.05177	174	64	-4.6	0.00708	96	37	-7.951	0.01466	78	44	-2.023	0.2847
NOTCH1	90	53	1.753	0.6732	138	89	2.204	0.76975	96	53	2.748	0.83783	101	48	0.54	0.60801	174	110	1.443	0.85334	96	43	-5.916	0.03613	78	60	8.968	0.99827
NOTCH2	90	55	-9.329	0.00909	138	70	-5.7	0.04606	96	60	-12.811	1e-05	101	65	-4.584	0.00499	174	99	-8.285	1e-05	96	56	-10.266	0.00028	78	33	-22.639	1e-05
NOTCH2NL	90	38	-6.431	0.08463	138	61	-1.589	0.32706	96	42	-0.401	0.44916	101	45	0.141	0.52905	174	93	0.287	0.5763	96	49	-3.344	0.13698	78	39	1.461	0.64936
NOTCH3	90	41	-4.76	0.14291	138	73	-0.499	0.43836	96	31	2.013	0.71176	101	42	0.417	0.57844	174	75	0.776	0.68176	96	49	7.949	0.99467	78	41	-8.783	0.01021
NOTCH4	90	34	-1.227	0.40372	138	48	-3.311	0.20618	96	43	0.39	0.5508	101	21	-0.349	0.45178	174	83	0.335	0.58479	96	35	0.609	0.5696	78	49	-0.483	0.44352
NOV	90	33	-2.411	0.31397	138	46	2.362	0.71612	96	39	-1.608	0.31007	101	39	-2.321	0.15182	174	80	-1.571	0.16272	96	39	1.021	0.61886	78	34	-2.766	0.2488
NOVA1	90	42	-1.045	0.40731	138	70	-9.499	0.00309	96	52	2.744	0.83291	101	56	1.407	0.77317	174	97	-0.398	0.39254	96	57	-4.421	0.06033	78	47	-0.074	0.49157
NOVA2	90	40	2.51	0.71206	138	74	-1.184	0.35729	96	53	-2.104	0.22725	101	26	-0.355	0.4469	174	100	-0.72	0.30812	96	34	-0.18	0.4822	78	55	2.025	0.73358
